date,ABN AMRO BANK - DIVIDEND YIELD,ABN AMRO BANK - MRKT VALUE TO BOOK,ADYEN - DIVIDEND YIELD,ADYEN - MRKT VALUE TO BOOK,AEGON - DIVIDEND YIELD,AEGON - MRKT VALUE TO BOOK,KONINKLIJKE AHOLD DELHAIZE - DIVIDEND YIELD,KONINKLIJKE AHOLD DELHAIZE - MRKT VALUE TO BOOK,AKZO NOBEL - DIVIDEND YIELD,AKZO NOBEL - MRKT VALUE TO BOOK,ARCELORMITTAL - DIVIDEND YIELD,ARCELORMITTAL - MRKT VALUE TO BOOK,ASM INTERNATIONAL - DIVIDEND YIELD,ASM INTERNATIONAL - MRKT VALUE TO BOOK,ASML HOLDING - DIVIDEND YIELD,ASML HOLDING - MRKT VALUE TO BOOK,ASR NEDERLAND - DIVIDEND YIELD,ASR NEDERLAND - MRKT VALUE TO BOOK,BE SEMICONDUCTOR INDUSTRIES - DIVIDEND YIELD,BE SEMICONDUCTOR INDUSTRIES - MRKT VALUE TO BOOK,DSM FIRMENICH - DIVIDEND YIELD,DSM FIRMENICH - MRKT VALUE TO BOOK,EXOR NV ORD - DIVIDEND YIELD,HEINEKEN - DIVIDEND YIELD,HEINEKEN - MRKT VALUE TO BOOK,IMCD GROUP - DIVIDEND YIELD,IMCD GROUP - MRKT VALUE TO BOOK,ING GROEP - DIVIDEND YIELD,ING GROEP - MRKT VALUE TO BOOK,KPN KON - DIVIDEND YIELD,KPN KON - MRKT VALUE TO BOOK,NN GROUP - DIVIDEND YIELD,NN GROUP - MRKT VALUE TO BOOK,PHILIPS ELTN.KONINKLIJKE - DIVIDEND YIELD,PHILIPS ELTN.KONINKLIJKE - MRKT VALUE TO BOOK,PROSUS N - DIVIDEND YIELD,PROSUS N - MRKT VALUE TO BOOK,RANDSTAD - DIVIDEND YIELD,RANDSTAD - MRKT VALUE TO BOOK,RELX (AMS) - DIVIDEND YIELD,SHELL (AMS) - DIVIDEND YIELD,SHELL (AMS) - MRKT VALUE TO BOOK,UNIVERSAL MUSIC GROUP - DIVIDEND YIELD,UNIVERSAL MUSIC GROUP - MRKT VALUE TO BOOK,UNILEVER (UK) (AMS) - DIVIDEND YIELD,WOLTERS KLUWER - DIVIDEND YIELD,WOLTERS KLUWER - MRKT VALUE TO BOOK
2/26/2024,10.32,0.3,0.0,10.68,4.83,1.34,4.0,1.7,2.97,2.48,1.82,0.43,0.43,7.61,0.69,18.81,6.54,0.97,1.32,26.45,0.96,1.15,0.44,1.99,2.56,1.67,3.65,8.78,0.88,4.47,5.21,7.77,0.45,4.37,1.42,0.12,4.18,6.98,2.23,1.68,4.09,2.82,1.89,10.88,3.72,1.41,23.69
3/26/2024,9.84,0.33,0.0,11.27,5.31,1.4,4.01,1.69,2.87,2.57,1.7,0.45,0.47,7.65,0.66,19.47,6.5,1.0,1.46,23.89,0.88,1.25,0.43,1.95,2.61,1.37,4.2,7.41,1.04,4.39,5.31,7.58,0.51,4.38,1.41,0.11,4.24,6.88,2.26,1.73,3.84,3.0,1.9,10.83,3.76,1.44,23.23
4/26/2024,9.93,0.33,0.0,8.65,5.15,1.44,3.93,1.71,3.15,2.34,1.8,0.43,0.44,8.23,0.69,18.57,6.24,1.05,1.65,21.11,0.89,1.24,0.45,1.89,2.69,1.58,3.65,7.42,0.98,4.38,5.32,7.42,0.52,4.12,1.5,0.1,4.59,7.65,2.03,1.77,3.51,3.26,1.85,11.14,3.6,1.46,22.99
5/26/2024,9.75,0.33,0.0,8.92,4.81,1.55,3.79,1.77,3.07,2.41,1.8,0.43,0.41,8.81,0.68,19.04,6.05,1.08,1.53,22.73,0.88,1.25,0.44,1.83,2.78,1.59,3.62,6.76,1.07,4.36,5.35,7.1,0.54,3.26,1.96,0.09,5.05,7.1,2.19,1.66,3.8,3.11,1.77,11.65,3.4,1.38,24.33
6/26/2024,9.88,0.34,0.0,8.31,5.09,1.46,3.95,1.7,3.43,2.15,2.0,0.38,0.39,9.19,0.63,20.47,6.47,1.01,1.4,24.92,0.88,1.25,0.46,1.85,2.75,1.71,3.37,6.98,1.04,4.23,5.52,7.44,0.52,3.38,1.88,0.29,4.93,8.36,1.86,1.62,3.76,3.13,1.81,11.41,3.29,1.36,24.69
7/26/2024,9.19,0.36,0.0,7.95,5.11,1.35,3.69,1.8,3.49,2.12,2.06,0.37,0.45,7.99,0.75,17.74,6.27,1.04,1.75,19.9,0.84,1.31,0.49,1.91,2.67,1.71,3.38,6.5,1.12,4.57,5.65,6.98,0.55,3.43,1.86,0.32,4.45,7.84,1.98,1.66,3.76,3.11,2.39,8.62,3.06,1.33,25.11
8/26/2024,9.68,0.34,0.0,9.65,5.9,1.25,3.66,1.84,3.51,2.11,2.04,0.38,0.46,7.81,0.77,17.24,6.47,1.04,1.81,19.28,0.78,1.41,0.46,2.15,2.37,1.57,3.66,7.92,1.05,4.55,5.67,7.63,0.53,3.02,2.11,0.3,4.63,8.18,1.9,1.71,3.82,3.06,2.19,9.43,3.01,1.45,24.3
9/26/2024,9.05,0.36,0.0,10.21,5.54,1.33,3.6,1.87,3.19,2.32,1.84,0.42,0.47,7.66,0.81,16.43,6.73,1.0,1.91,18.24,0.78,1.4,0.47,2.19,2.32,1.45,3.97,7.63,1.09,4.5,5.65,7.53,0.54,2.88,2.21,0.26,5.45,8.18,1.9,1.65,4.26,2.73,2.17,9.5,2.94,1.41,23.98
10/26/2024,9.78,0.35,0.0,10.41,5.43,1.36,3.61,1.85,3.33,2.22,1.92,0.4,0.53,6.87,0.94,14.36,6.74,1.0,2.04,17.1,0.81,1.35,0.46,2.17,2.34,1.5,3.86,8.08,1.03,4.42,5.75,7.3,0.55,2.76,2.31,0.25,5.57,8.19,1.9,1.62,4.04,2.87,2.16,9.54,3.0,1.38,24.5
11/26/2024,10.21,0.33,0.0,10.3,5.43,1.36,3.41,1.96,3.6,2.05,1.86,0.41,0.55,6.64,0.97,13.84,6.65,1.01,1.94,17.95,0.89,1.24,0.49,2.48,2.05,1.61,3.72,8.78,0.93,4.56,5.57,7.65,0.53,3.16,2.02,0.26,5.33,8.66,1.79,1.6,4.11,2.84,2.27,9.09,3.14,1.39,24.29
12/26/2024,10.18,0.33,0.0,10.68,5.71,1.27,3.55,1.86,3.52,2.1,1.92,0.4,0.48,7.5,0.91,14.89,6.65,1.01,1.59,21.85,0.95,1.16,0.52,2.53,2.01,1.58,3.78,8.54,0.95,4.73,5.37,8.07,0.5,3.32,1.92,0.26,5.45,8.86,1.75,1.64,4.29,2.71,2.08,9.93,3.21,1.37,24.62
1/26/2025,9.29,0.38,0.0,11.31,5.12,1.41,3.32,1.99,3.27,2.26,1.8,0.43,0.45,8.02,0.89,14.94,6.36,1.06,1.58,22.0,0.96,1.15,0.51,2.61,1.95,1.54,3.87,7.91,1.0,4.71,5.39,7.83,0.52,3.18,2.0,0.28,4.97,8.45,1.84,1.52,4.05,2.85,2.11,9.79,3.27,1.29,26.14
2/26/2025,7.32,0.44,0.0,12.85,5.76,1.37,3.41,2.04,3.27,2.26,1.53,0.5,0.49,7.31,0.88,15.23,6.11,1.15,1.9,18.57,2.41,1.22,0.49,2.26,2.42,1.55,3.86,7.2,1.06,4.67,5.58,7.05,0.59,3.3,2.01,0.23,6.07,4.05,1.75,1.65,3.99,2.91,1.86,11.11,3.32,1.52,23.72
3/26/2025,6.6,0.51,0.0,10.96,5.57,1.42,3.41,2.04,3.36,2.2,1.48,0.52,0.61,5.95,0.96,14.01,5.75,1.22,2.08,16.98,2.77,1.07,0.51,2.49,2.2,1.69,3.39,6.52,1.17,4.45,5.85,6.6,0.63,3.62,1.84,0.23,5.86,3.92,1.81,1.63,3.78,3.06,2.04,10.31,3.31,1.62,22.22
4/26/2025,7.52,0.44,0.0,10.91,6.14,1.29,3.28,2.11,3.51,2.1,1.86,0.47,0.64,5.63,1.07,12.55,5.77,1.22,2.25,15.71,2.69,1.1,0.56,2.42,2.26,1.79,3.2,7.24,1.06,4.33,6.01,6.5,0.64,3.85,1.73,0.25,5.47,4.6,1.54,1.61,4.43,2.59,2.1,10.04,3.24,1.52,23.59
5/26/2025,6.03,0.55,0.0,11.95,5.65,1.4,3.1,2.23,3.31,2.23,1.75,0.49,0.58,6.3,0.96,13.94,5.55,1.27,2.03,17.4,2.51,1.17,0.54,2.41,2.27,1.78,3.23,6.48,1.18,4.08,6.37,6.42,0.64,4.16,1.6,0.22,6.09,4.37,1.62,1.55,4.39,2.61,1.83,11.49,3.19,1.44,25.02
