date,detrended_turnover,turnover_per_share,total_turnover,total_shares
1/01/2024,-0.4408359163190411,0.02424326574107122,1698223.7,70049296.0865
2/01/2024,-0.2826104564708583,0.02729395030528974,1912939.7000000002,70086582.5065
3/01/2024,-0.2438613087923081,0.027972812661048653,1960519.2000000002,70086595.2865
4/01/2024,-0.2401747385085898,0.028029046508413414,1798439.0,64163402.7565
5/01/2024,-0.49825295406691167,0.02279659578708426,1463308.0,64189759.4565
6/01/2024,-0.20811666190543066,0.028562406457411087,1833414.0,64189759.4565
7/01/2024,-0.5827556559423248,0.020946675053707703,1343373.9,64133037.6566
8/01/2024,-0.5342187816254342,0.021667448911265128,1388806.7000000002,64096456.6566
9/01/2024,-0.44111555398790475,0.02332592081075529,1495080.1999999997,64095227.456599995
10/01/2024,-0.44182143459755263,0.023174534874076377,1481265.0000000002,63917787.6945
11/01/2024,-0.27666377956121757,0.02638298580703423,1682968.8,63789929.3245
12/01/2024,-0.305058175132362,0.02576866313235854,1643781.2000000002,63789929.3245
1/01/2025,0.6716159383223751,0.04569485253833934,1430087.2000000002,31296461.648500003
2/01/2025,1.479034069349447,0.062260057823860133,1947552.8,31280934.648500003
3/01/2025,1.830369141118646,0.06901345738415504,2156501.1999999997,31247546.228500005
4/01/2025,1.7648762138744563,0.06802424623410014,2118643.5999999996,31145418.248499997
5/01/2025,1.2600247311839716,0.058123996245686864,1804807.6,31050989.5495
